album_artist,album_composer,album_title,album_ean,catalog_number,publisher_info,street_date,label,disc_number,track_number,isrc,track_title,track_movement,active,track_artists,track_composer,minutes,seconds,primary_genre,cline_year,cline,pline_year,pline
Yvar Mikhashoff,Alvin Curran,Alvin Curran: Piano Works,764593004929,MOD-CD-49,,10/17/1995,Mode,1,1,US-4BP-04-00369,Schtetl Variations I,,Checked,Yvar Mikhashoff,Alvin Curran,38,24,Classical,1995,Mode,1995,Mode
Yvar Mikhashoff,Alvin Curran,Alvin Curran: Piano Works,764593004929,MOD-CD-49,,10/17/1995,Mode,1,2,US-4BP-04-00370,For Cornelius,,Checked,Yvar Mikhashoff,Alvin Curran,13,42,Classical,1995,Mode,1995,Mode
Yvar Mikhashoff,Alvin Curran,Alvin Curran: Piano Works,764593004929,MOD-CD-49,,10/17/1995,Mode,1,3,US-4BP-04-00371,The Last Acts Of Julian Beck - Julian Steps Out For A Cappuccino,,Checked,Yvar Mikhashoff,Alvin Curran,7,43,Classical,1995,Mode,1995,Mode
Yvar Mikhashoff,Alvin Curran,Alvin Curran: Piano Works,764593004929,MOD-CD-49,,10/17/1995,Mode,1,4,US-4BP-04-00372,The Last Acts Of Julian Beck - He Meets His Maker On Upper Broadway,,Checked,Yvar Mikhashoff,Alvin Curran,8,51,Classical,1995,Mode,1995,Mode
Yvar Mikhashoff,Alvin Curran,Alvin Curran: Piano Works,764593004929,MOD-CD-49,,10/17/1995,Mode,1,5,US-4BP-04-00373,"The Last Acts Of Julian Beck - Walks Into ""paradise Now""",,Checked,Yvar Mikhashoff,Alvin Curran,4,32,Classical,1995,Mode,1995,Mode
"The Arditti Quartet; Hildegard Kleeb, Bernd Thurner",Roland Dahinden,Roland Dahinden: Silberen,764593013822,MOD-CD-138,,7/27/2004,Mode,1,1,US-4BP-04-01173,Silberen,,Checked,"The Arditti Quartet, Hildegard Kleeb",Roland Dahinden,44,27,Classical,2004,Mode,2004,Mode
"The Arditti Quartet; Hildegard Kleeb, Bernd Thurner",Roland Dahinden,Roland Dahinden: Silberen,764593013822,MOD-CD-138,,7/27/2004,Mode,1,2,US-4BP-04-01174,Lichtweiss - Lichtweiss I,,Checked,Bernd Thurner,Roland Dahinden,4,37,Classical,2004,Mode,2004,Mode
"The Arditti Quartet; Hildegard Kleeb, Bernd Thurner",Roland Dahinden,Roland Dahinden: Silberen,764593013822,MOD-CD-138,,7/27/2004,Mode,1,3,US-4BP-04-01175,Lichtweiss - Lichtweiss Ii,,Checked,Bernd Thurner,Roland Dahinden,6,45,Classical,2004,Mode,2004,Mode
"The Arditti Quartet; Hildegard Kleeb, Bernd Thurner",Roland Dahinden,Roland Dahinden: Silberen,764593013822,MOD-CD-138,,7/27/2004,Mode,1,4,US-4BP-04-01176,Lichtweiss - Lichtweiss Iii,,Checked,Bernd Thurner,Roland Dahinden,7,24,Classical,2004,Mode,2004,Mode
"The Arditti Quartet; Hildegard Kleeb, Bernd Thurner",Roland Dahinden,Roland Dahinden: Silberen,764593013822,MOD-CD-138,,7/27/2004,Mode,1,5,US-4BP-04-01177,Lichtweiss - Lichtweiss Iv,,Checked,Bernd Thurner,Roland Dahinden,2,54,Classical,2004,Mode,2004,Mode
Marc Sabat & Stephen Clarke,Christian Wolff,Christian Wolff: Complete Works For Violin & Piano,764593012627,MOD-CD-126,,8/26/2003,Mode,1,1,US-4BP-04-01087,Pebbles,,Checked,Marc Sabat & Stephen Clarke,Christian Wolff,35,56,Classical,2003,Mode,2003,Mode
Marc Sabat & Stephen Clarke,Christian Wolff,Christian Wolff: Complete Works For Violin & Piano,764593012627,MOD-CD-126,,8/26/2003,Mode,1,2,US-4BP-04-01088,Duo For Violinist And Pianist - Version One,,Checked,Marc Sabat & Stephen Clarke,Christian Wolff,17,24,Classical,2003,Mode,2003,Mode
Marc Sabat & Stephen Clarke,Christian Wolff,Christian Wolff: Complete Works For Violin & Piano,764593012627,MOD-CD-126,,8/26/2003,Mode,1,3,US-4BP-04-01089,Duo For Violinist And Pianist - Version Two,,Checked,Marc Sabat & Stephen Clarke,Christian Wolff,5,55,Classical,2003,Mode,2003,Mode
Nicholas Isherwood,Mauricio Kagel,Mauricio Kagel: Phonophonie,764593012726,MOD-CD-127,,11/11/2003,Mode,1,1,US-4BP-04-01090,Transicion II,,Checked,"Aldo Orvieto, Dimitri Fiorin, Alvise Vidolin",Mauricio Kagel,21,42,Classical,2003,Mode,2003,Mode
Nicholas Isherwood,Mauricio Kagel,Mauricio Kagel: Phonophonie,764593012726,MOD-CD-127,,11/11/2003,Mode,1,2,US-4BP-04-01091,Phonophonie,,Checked,"Nicholas Isherwood, Dimitri Fiorin, Stefano ﻿Bassanese",Mauricio Kagel,22,55,Classical,2003,Mode,2003,Mode
Aki Takahashi,Giacinto Scelsi,Giacinto Scelsi: The Piano Works 3,764593015925,MOD-CD-159,,4/18/2006,Mode,1,1,US-4BP-04-01420,"Suite No. 10 ""ka""",,Checked,Aki Takahashi,Giacinto Scelsi,3,24,Classical,2006,Mode,2006,Mode
Various Artists,John Cage,Cage Edition 2-Atlas Eclipticalis With Winter Music,764593000624,MOD-CD-006,"Henmar Press, CF Peters Corp",2/27/2007,Mode Records,1,1,US-4BP-07-00301,Atlas Eclipticalis with Winter Music,"Live, Cornish Theatre, Seattle, Washington, 11 December 1983, 6:30 Pm",A,"﻿Thomasa Eckert, Bun-Ching Lam, Roger Nelson, pianos; New Performance Group; John Cage, conductor",John Cage,80,0,20th Century,2007,Mode ,2007,Mode 
Various Artists,John Cage,Cage Edition 2-Atlas Eclipticalis With Winter Music,764593000624,MOD-CD-006,"Henmar Press, CF Peters Corp",2/27/2007,Mode Records,3,1,US-4BP-07-00303,Atlas Eclipticalis,"full orchestra, Live, Crowell Hall, Wesleyan University, Connecticut, 26 February 1988",A,"Hartt Contemporary Players; Arditti String Quartet; Wesleyan Symphony Orchestra; Melvin Strauss, conductor",John Cage,29,44,20th Century,2007,Mode ,2007,Mode 
Various Artists,John Cage,Cage Edition 2-Atlas Eclipticalis With Winter Music,764593000624,MOD-CD-006,"Henmar Press, CF Peters Corp",2/27/2007,Mode Records,3,2,US-4BP-07-00304,Winter Music for 20 pianos,,A,"Callithumpian Consort: Alanna Battat, Johanna Kovitz, Guy Livingston, Mina Yang, pianos; Stephen Drury, director",John Cage,10,17,20th Century,2007,Mode ,2007,Mode 
Various Artists,John Cage,Cage Edition 2-Atlas Eclipticalis With Winter Music,764593000624,MOD-CD-006,"Henmar Press, CF Peters Corp",2/27/2007,Mode Records,2,1,US-4BP-07-00302,Atlas Eclipticalis with Winter Music,"Live, Cornish Theatre, Seattle, Washington, 11 December 1983, 8:30 Pm",A,"﻿Thomasa Eckert, Bun-Ching Lam, Roger Nelson, pianos; New Performance Group; John Cage, conductor",John Cage,79,59,20th Century,2007,Mode ,2007,Mode 
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,1,US4BP8801401,Breathing Songs from a Turning Sky (Ten Meditations),I,A,New Performance Group,Janice Giteck,2,6,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,2,US4BP8801402,Breathing Songs from a Turning Sky (Ten Meditations),II,A,New Performance Group,Janice Giteck,3,58,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,3,US4BP8801403,Breathing Songs from a Turning Sky (Ten Meditations),III,A,New Performance Group,Janice Giteck,1,19,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,4,US4BP8801404,Breathing Songs from a Turning Sky (Ten Meditations),IV,A,New Performance Group,Janice Giteck,3,0,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,5,US4BP8801405,Breathing Songs from a Turning Sky (Ten Meditations),V,A,New Performance Group,Janice Giteck,5,10,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,6,US4BP8801406,Breathing Songs from a Turning Sky (Ten Meditations),VI,A,New Performance Group,Janice Giteck,2,51,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,7,US4BP8801407,Breathing Songs from a Turning Sky (Ten Meditations),VII,A,New Performance Group,Janice Giteck,0,39,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,8,US4BP8801408,Breathing Songs from a Turning Sky (Ten Meditations),VIII,A,New Performance Group,Janice Giteck,2,8,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,9,US4BP8801409,Breathing Songs from a Turning Sky (Ten Meditations),IX,A,New Performance Group,Janice Giteck,2,4,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,10,US4BP8801410,Breathing Songs from a Turning Sky (Ten Meditations),X,A,New Performance Group,Janice Giteck,7,12,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,11,US4BP8801411,"Thunder, Like a White Bear Dancing"" (Performance Ritual)",,A,"Thomasa Eckert, soprano; New Performance Group",Janice Giteck,13,5,20th Century,1988,Mode,1988,Mode
New Performance Group,Janice Giteck,Breathing Songs,764593001423,MOD-CD-014,"Janice Giteck, BMI",,Mode Records,1,12,US4BP8801412,"""Callin' Home Coyote"" (A Burlesque)",,A,"John Duykers, tenor; Andy Narell, steel drums; Deborah Deloria, string bass",Janice Giteck,9,4,20th Century,1988,Mode,1988,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,Henmar Press/CF Peters,5/1/1991,Mode Records,1,1,US-4BP-04-00053,Primitive,,A,"Margaret Leng Tan, prepared piano",John Cage,3,14,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,Henmar Press/CF Peters,5/1/1991,Mode Records,1,2,US-4BP-04-00054,In The Name Of The Holocaust,,A,"Margaret Leng Tan, string piano",John Cage,6,49,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,﻿Peer Southern Organization,5/1/1991,Mode Records,1,3,US-4BP-04-00055,"Orbit No. 2, Op. 102, No. 2",,A,"Margaret Leng Tan, piano",Alan Hovhaness,5,26,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,﻿Peer Southern Organization,5/1/1991,Mode Records,1,4,US-4BP-04-00056,"Jhala, Op. 103",,A,"Margaret Leng Tan, piano",Alan Hovhaness,4,36,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,C. F. Peters,5/1/1991,Mode Records,1,5,US-4BP-04-00057,Five Pieces For Piano,I. ﻿Quasi improvvisando,A,"Margaret Leng Tan, piano",George Crumb,2,14,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,C. F. Peters,5/1/1991,Mode Records,1,6,US-4BP-04-00058,Five Pieces For Piano,"II. ﻿Ruvido, molto energico–Prestissimo–Ruvido",A,"Margaret Leng Tan, piano",George Crumb,1,23,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,C. F. Peters,5/1/1991,Mode Records,1,7,US-4BP-04-00059,Five Pieces For Piano,III. ﻿Notturno (sempre pizzicato),A,"Margaret Leng Tan, piano",George Crumb,2,6,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,C. F. Peters,5/1/1991,Mode Records,1,8,US-4BP-04-00060,Five Pieces For Piano,"IV. ﻿Ruvido, molto energico–Prestissimo–Ruvido",A,"Margaret Leng Tan, piano",George Crumb,1,19,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,C. F. Peters,5/1/1991,Mode Records,1,9,US-4BP-04-00061,Five Pieces For Piano,"V. ﻿Senza misura, liberamente–Solenne–Tempo di primo pezzo",A,"Margaret Leng Tan, piano",George Crumb,4,41,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,self published,5/1/1991,Mode Records,1,10,US-4BP-04-00062,Cosmic Womb for 2 pianos with digital delay,,A,"Margaret Leng Tan, pianos",Somei Satoh,12,4,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,self published,5/1/1991,Mode Records,1,11,US-4BP-04-00063,Gu Yue (Ancient Music,1. Gong,A,"Margaret Leng Tan, piano",Ge Gan-ru,3,33,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,self published,5/1/1991,Mode Records,1,12,US-4BP-04-00064,Gu Yue (Ancient Music),2. Qin,A,"Margaret Leng Tan, piano",Ge Gan-ru,2,57,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,self published,5/1/1991,Mode Records,1,13,US-4BP-04-00065,Gu Yue (Ancient Music),3. Pipa,A,"Margaret Leng Tan, piano",Ge Gan-ru,3,58,20th Century,1991,Mode,1991,Mode
Margaret Leng Tan,,Sonic Encounters - The New Piano,764593001522,MOD-CD-015,self published,5/1/1991,Mode Records,1,14,US-4BP-04-00066,Gu Yue (Ancient Music),4. Drum,A,"Margaret Leng Tan, piano",Ge Gan-ru,6,7,20th Century,1991,Mode,1991,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,1,US-4BP-04-00067,Moto,,A,Bowery Ensemble,Bernadette Speach,7,23,20th Century,2002,Mode,2002,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,2,US-4BP-04-00068,Pensées ,Part 1,A,"Jeffrey Schanzer, guitar",Bernadette Speach,2,47,20th Century,2002,Mode,2002,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,3,US-4BP-04-00069,Pensées,Part 2,A,"Jeffrey Schanzer, guitar",Bernadette Speach,2,7,20th Century,2002,Mode,2002,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,4,US-4BP-04-00070,Pensées ,Part 3,A,"Jeffrey Schanzer, guitar",Bernadette Speach,3,27,20th Century,2002,Mode,2002,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,5,US-4BP-04-00071,Trajet,,A,"Leonard Krech, trombone; Jan Williams, percussion",Bernadette Speach,7,54,20th Century,2002,Mode,2002,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,6,US-4BP-04-00072,Sonata,,A,"Anthony de Mare, piano",Bernadette Speach,11,35,20th Century,2002,Mode,2002,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,7,US-4BP-04-00073,Shattered Glass,,A,"Michael Pugliese, percussion",Bernadette Speach,7,28,20th Century,2002,Mode,2002,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,8,US-4BP-04-00074,Telepathy: Poetry/Music Suite ,I: Contessas & Cardsharks,A,"Thulani Davis,voice; Lindsey Horner, double bass; Jeff Hoyer, trombone; Oliver Lake, alto aaxophone; Myra Melford, piano; Jeffrey Schanzer, guitar",Bernadette Speach,2,49,20th Century,2002,Mode,2002,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,9,US-4BP-04-00075,Telepathy: Poetry/Music Suite ,II: Telepathy,A,"Thulani Davis,voice; Lindsey Horner, double bass; Jeff Hoyer, trombone; Oliver Lake, alto aaxophone; Myra Melford, piano; Jeffrey Schanzer, guitar",Bernadette Speach,4,1,20th Century,2002,Mode,2002,Mode
,Bernadette Speach,Without Borders,764593001621,MOD-CD-016,self published,2/26/2002,Mode Records,1,10,US-4BP-04-00076,Telepathy: Poetry/Music Suite ,III: Boppin' Is Safer Than Grindin',A,"Thulani Davis,voice; Lindsey Horner, double bass; Jeff Hoyer, trombone; Oliver Lake, alto aaxophone; Myra Melford, piano; Jeffrey Schanzer, guitar",Bernadette Speach,4,36,20th Century,2002,Mode,2002,Mode
The Arditti Quartet,John Cage,Cage Edition 3-The Complete String Quartets 1,764593001720,MOD-CD-017,"Henmar Press, CF Peters Corp",5/1/1991,Mode Records,1,1,US4BP9101701,Music for Four,,OS,Arditti Quartet,John Cage,30,1,20th Century,1989,Mode,1989,Mode
The Arditti Quartet,John Cage,Cage Edition 3-The Complete String Quartets 1,764593001720,MOD-CD-017,,5/1/1991,Mode Records,1,2,US4BP9101702,applause,,OS,Arditti Quartet,John Cage,1,19,20th Century,1989,Mode,1989,Mode
The Arditti Quartet,John Cage,Cage Edition 3-The Complete String Quartets 1,764593001720,MOD-CD-017,"Henmar Press, CF Peters Corp",5/1/1991,Mode Records,1,3,US4BP9101703,Thirty Pieces for String Quartet,,OS,Arditti Quartet,John Cage,30,22,20th Century,1989,Mode,1989,Mode
The Arditti Quartet,John Cage,Cage Edition 3-The Complete String Quartets 1,764593001720,MOD-CD-017,,5/1/1991,Mode Records,1,4,US4BP9101704,applause,,OS,Arditti Quartet,John Cage,3,30,20th Century,1989,Mode,1989,Mode
Newband,,"Newband Perform Microtonal Works By Partch, Cage, Labarbara, Drummond",764593001829,MOD-CD-018,Danlee Mitchell/Dean Drummond,1/1/1991,Mode Records,1,1,US-4BP-90-01801,Two Studies on Ancient Greek Scales,,SR,Newband,Harry Partch,3,57,20th Century,1991,Mode,2009,Mode
Newband,,"Newband Perform Microtonal Works By Partch, Cage, Labarbara, Drummond",764593001829,MOD-CD-018,self published,1/1/1991,Mode Records,1,2,US-4BP-90-01802,Then or Never,,SR,Newband,Dean Drummond,8,49,20th Century,1991,Mode,2009,Mode
Newband,,"Newband Perform Microtonal Works By Partch, Cage, Labarbara, Drummond",764593001829,MOD-CD-018,Henmar Press/CF Peters,1/1/1991,Mode Records,1,3,US-4BP-90-01803,Haikai for flute and zoomoozophone,,SR,"Stefani Starin, flute; Dean Drummond, zoomoozophone",John Cage,7,37,20th Century,1991,Mode,2009,Mode
Newband,,"Newband Perform Microtonal Works By Partch, Cage, Labarbara, Drummond",764593001829,MOD-CD-018,self published,1/1/1991,Mode Records,1,4,US-4BP-90-01804,Silent Scroll,,SR,"Joan LaBarbara, voice; Newband",Joan LaBarbara,9,31,20th Century,1991,Mode,2009,Mode
Newband,,"Newband Perform Microtonal Works By Partch, Cage, Labarbara, Drummond",764593001829,MOD-CD-018,self published,1/1/1991,Mode Records,1,5,US-4BP-90-01805,Columbus,,SR,Newband,Dean Drummond,10,20,20th Century,1991,Mode,2009,Mode
Newband,,"Newband Perform Microtonal Works By Partch, Cage, Labarbara, Drummond",764593001829,MOD-CD-018,self published,1/1/1991,Mode Records,1,6,US-4BP-90-01806,Incredible Time (To Live And Die),,SR,Newband,Dean Drummond,13,9,20th Century,1991,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,1,US-4BP-91-01901,Celestial Mechanics (Makrokosmos IV) for piano 4-hands,I. Alpha Centuri,OS,Piano Duo Degenhardt-Kent,George Crumb,3,37,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,2,US-4BP-91-01902,Celestial Mechanics (Makrokosmos IV) for piano 4-hands,II. Beta Cygni,OS,Piano Duo Degenhardt-Kent,George Crumb,4,5,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,3,US-4BP-91-01903,Celestial Mechanics (Makrokosmos IV) for piano 4-hands,III. Gamma Draconis,OS,"Piano Duo Degenhardt-Kent; Jovita Zähl, pianos",George Crumb,6,0,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,4,US-4BP-91-01904,Celestial Mechanics (Makrokosmos IV) for piano 4-hands,IV. Delta Orionis,OS,"Piano Duo Degenhardt-Kent; Jovita Zähl, pianos",George Crumb,8,22,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,Earle Brown,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,5,US-4BP-91-01905,Corroboree for 3 pianos,,OS,"Piano Duo Degenhardt-Kent; Jovita Zähl, pianos",Earle Brown,11,35,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,6,US-4BP-91-01906,"Zeitgeist (6 Tableau for 2 amplified pianos, Book I)",I. Portent (molto moderato; il ritmo ben marcato),OS,Piano Duo Degenhardt-Kent,George Crumb,7,17,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,7,US-4BP-91-01907,"Zeitgeist (6 Tableau for 2 amplified pianos, Book I)",II. Two Harlequins (vivace; molto capriccioso),OS,Piano Duo Degenhardt-Kent,George Crumb,3,49,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,8,US-4BP-91-01908,"Zeitgeist (6 Tableau for 2 amplified pianos, Book I)",III. Monochord (lentamente; misterioso),OS,Piano Duo Degenhardt-Kent,George Crumb,4,52,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,9,US-4BP-91-01909,"Zeitgeist (6 Tableau for 2 amplified pianos, Book I)",IV. Day of the Comet (prestissimo),OS,Piano Duo Degenhardt-Kent,George Crumb,2,50,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,10,US-4BP-91-01910,"Zeitgeist (6 Tableau for 2 amplified pianos, Book I)",V. The Realm of Morphius (…the Inner Eye of Dreams) ,OS,Piano Duo Degenhardt-Kent,George Crumb,4,2,20th Century,1992,Mode,2009,Mode
Piano Duo Degenhardt-Kent; Jovita Zähl,George Crumb,"Piano Duo Degenhardt-Kent Play New Music for 1, 2 & 3 Pianos",764593001928,MOD-CD-019,C.F. Peters,5/1/1992,Mode Records,1,11,US-4BP-91-01911,"Zeitgeist (6 Tableau for 2 amplified pianos, Book I)",VI. Reverberations (molto moderato; il ritmo ben marcato),OS,Piano Duo Degenhardt-Kent,George Crumb,6,12,20th Century,1992,Mode,2009,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,1,US-4BP-04-00090,Eight Ghosts ,49,A,Electric Phoenix,Neely Bruce,3,38,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,2,US-4BP-04-00091,Eight Ghosts ,38,A,Electric Phoenix,Neely Bruce,1,28,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,3,US-4BP-04-00092,Eight Ghosts ,25,A,Electric Phoenix,Neely Bruce,2,57,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,4,US-4BP-04-00093,Eight Ghosts ,58,A,Electric Phoenix,Neely Bruce,1,22,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,5,US-4BP-04-00094,Eight Ghosts ,39 (Marilyn Monroe),A,Electric Phoenix,Neely Bruce,4,50,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,6,US-4BP-04-00095,Eight Ghosts ,21,A,Electric Phoenix,Neely Bruce,2,23,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,7,US-4BP-04-00096,Eight Ghosts ,28,A,Electric Phoenix,Neely Bruce,2,13,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,8,US-4BP-04-00097,Eight Ghosts ,28,A,Electric Phoenix,Neely Bruce,2,1,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,9,US-4BP-04-00098,The Dream Of The Other Dreamers,,A,Electric Phoenix,Neely Bruce,7,29,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,10,US-4BP-04-00099,The Plague ,I: Johnny Boccaccio Reports On The Plague,A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,1,56,20th Century,1992,Mode,1992,Mode
Electric Phoenix,Neely Bruce,The Plague,764593002024,MOD-CD-020,self published,1/1/1992,Mode Records,1,11,US-4BP-04-00100,The Plague ,"Song: ""The Doctor's Art""",A,"Electric Phoenix; Neely Bruce, electric piano; Ray Russell, electric guitar; John Marshall, drums",Neely Bruce,3,11,20th Century,1992,Mode,1992,Mode
