album_artist,album_composer,album_title,album_ean,catalog_number,publisher_info,street_date,label,disc_number,track_number,isrc,track_title,track_movement,active,track_artists,track_composer,minutes,seconds,primary_genre,cline_year,cline,pline_year,pline
Orkest De Volharding ,,"The Minimalists Works By Reich, Riley, Andriessen And Gann",764593021421,MOD-CD-214,﻿Boosey & Hawkes,10/27/2009,Mode Records,1,3,US-4BP-09-21403,City Life,3. It’s been a honeymoon – can’t take no mo’,A,"Orkest De Volharding; ﻿Jussi Jaatinen, conductor",Steve Reich,5,12,20th Century,2009,Mode,2009,Mode
Orkest De Volharding ,,"The Minimalists Works By Reich, Riley, Andriessen And Gann",764593021421,MOD-CD-214,﻿Boosey & Hawkes,10/27/2009,Mode Records,1,4,US-4BP-09-21404,City Life,4. Heartbeats/boats and buoy,A,"Orkest De Volharding; ﻿Jussi Jaatinen, conductor",Steve Reich,3,47,20th Century,2009,Mode,2009,Mode
Orkest De Volharding ,,"The Minimalists Works By Reich, Riley, Andriessen And Gann",764593021421,MOD-CD-214,﻿Boosey & Hawkes,10/27/2009,Mode Records,1,5,US-4BP-09-21405,City Life,5. Heavy smoke,A,"Orkest De Volharding; ﻿Jussi Jaatinen, conductor",Steve Reich,4,51,20th Century,2009,Mode,2009,Mode
Orkest De Volharding ,,"The Minimalists Works By Reich, Riley, Andriessen And Gann",764593021421,MOD-CD-214,﻿Monroe Street Music,10/27/2009,Mode Records,1,6,US-4BP-09-21406,﻿Sunken City (in Memoriam New Orleans),1. Before,A,"﻿Geoffrey Douglas Madge, piano; Orkest De Volharding; ﻿Jussi Jaatinen, conductor ",Kyle Gann,7,46,20th Century,2009,Mode,2009,Mode
Orkest De Volharding ,,"The Minimalists Works By Reich, Riley, Andriessen And Gann",764593021421,MOD-CD-214,﻿Monroe Street Music,10/27/2009,Mode Records,1,7,US-4BP-09-21407,﻿Sunken City (in Memoriam New Orleans),2. After,A,"﻿Geoffrey Douglas Madge, piano; Orkest De Volharding; ﻿Jussi Jaatinen, conductor ",Kyle Gann,21,10,20th Century,2009,Mode,2009,Mode
Orkest De Volharding ,,"The Minimalists Works By Reich, Riley, Andriessen And Gann",764593021421,MOD-CD-214,﻿Boosey & Hawkes,10/27/2009,Mode Records,1,8,US-4BP-09-21408,Workers Union,,A,"Orkest De Volharding; ﻿Jussi Jaatinen, conductor",Louis ﻿Andriessen,17,11,20th Century,2009,Mode,2009,Mode
Orkest De Volharding ,,"The Minimalists Works By Reich, Riley, Andriessen And Gann",764593021421,MOD-CD-214,﻿Terry Riley,10/27/2009,Mode Records,2,1,US-4BP-09-21409,In C,,A,"Orkest De Volharding; ﻿Jussi Jaatinen, conductor",Terry Riley,51,36,20th Century,2009,Mode,2009,Mode
Orkest De Volharding ,,"The Minimalists Works By Reich, Riley, Andriessen And Gann",764593021421,MOD-CD-214,﻿Red Poppy/Schirmer,10/27/2009,Mode Records,2,2,US-4BP-09-21410,Street,,A,"Orkest De Volharding; ﻿Jussi Jaatinen, conductor",David Lang,9,45,20th Century,2009,Mode,2009,Mode
Orkest De Volharding ,,"The Minimalists Works By Reich, Riley, Andriessen And Gann",764593021421,MOD-CD-214,﻿Boosey & Hawkes,10/27/2009,Mode Records,2,3,US-4BP-09-21411,Short Ride in a Fast Machine (﻿arranged by Anthony Fiumara),,A,"Orkest De Volharding; ﻿Jussi Jaatinen, conductor",John Adams,4,7,20th Century,2009,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,1,US-4BP-10-21601,Trio,﻿Beginning,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,3,4,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,2,US-4BP-10-21602,Trio,﻿P5 S2 M2 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,3,6,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,3,US-4BP-10-21603,Trio,﻿P9 S1 M9 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,2,52,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,4,US-4BP-10-21604,Trio,﻿P11 S3 M8 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,3,37,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,5,US-4BP-10-21605,Trio,﻿P15 S2 M6 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,1,33,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,6,US-4BP-10-21606,Trio,﻿P16 S1 M4 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,3,21,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,7,US-4BP-10-21607,Trio,﻿P17 S1 M8 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,4,3,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,8,US-4BP-10-21608,Trio,﻿P21 S1 M8 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,3,56,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,9,US-4BP-10-21609,Trio,﻿P23 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,3,52,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,10,US-4BP-10-21610,Trio,﻿P27 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,5,27,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,11,US-4BP-10-21611,Trio,﻿P29 S1 M2 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,6,27,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,12,US-4BP-10-21612,Trio,﻿P31 S4 M2 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,9,12,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,1,13,US-4BP-10-21613,Trio,﻿P35 S4 M9 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,3,2,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,1,US-4BP-10-21614,Trio,﻿P38 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,6,16,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,2,US-4BP-10-21615,Trio,﻿P41 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,4,34,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,3,US-4BP-10-21616,Trio,﻿P44 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,3,46,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,4,US-4BP-10-21617,Trio,﻿P46 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,2,19,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,5,US-4BP-10-21618,Trio,﻿P47 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,4,15,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,6,US-4BP-10-21619,Trio,﻿P48 S3 M6 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,4,35,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,7,US-4BP-10-21620,Trio,﻿P49 S4 M9 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,1,46,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,8,US-4BP-10-21621,Trio,﻿P51 S1 M4 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,1,59,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,9,US-4BP-10-21622,Trio,﻿P53 S2 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,2,32,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,10,US-4BP-10-21623,Trio,﻿P55 S3 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,2,9,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,11,US-4BP-10-21624,Trio,﻿P57 S1 M2 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,2,26,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,12,US-4BP-10-21625,Trio,﻿P60 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,2,41,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,13,US-4BP-10-21626,Trio,﻿P62 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,2,47,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,14,US-4BP-10-21627,Trio,﻿P64 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,2,2,20th Century,2010,Mode,2009,Mode
Marc Sabat; Rohan de Saram; Aki Takahashi,Morton Feldman,Feldman Edition 10-Trio,764593021629,MOD-CD-216,Universal Edition,3/9/2010,Mode Records,2,15,US-4BP-10-21628,Trio,﻿P67 S1 M1 B1,SR,"Marc Sabat, violin; Rohan de Saram, cello; Aki Takahashi, piano",Morton Feldman,7,44,20th Century,2010,Mode,2009,Mode
Aki Takahashi; Callithumpian Consort; Stephen Drury,Iannis Xenakis,Xenakis Edition 11-Works with Piano,764593021728,MOD-CD-217,Editions Salabert,4/20/2010,Mode Records,1,1,US-4BP-10-21701,"Eonta ﻿for piano, 2 trumpets and 3 trombones",,A,"Aki Takahashi, piano; Callithumpian Consort; Stephen Drury, conductor",Iannis Xenakis,22,29,20th Century,2010,Mode,2009,Mode
Aki Takahashi; Callithumpian Consort; Stephen Drury,Iannis Xenakis,Xenakis Edition 11-Works with Piano,764593021728,MOD-CD-217,Editions Salabert,4/20/2010,Mode Records,1,2,US-4BP-10-21702,Morsima-Amorsima,,A,"Aki Takahashi, piano; Callithumpian Consort; Stephen Drury, conductor",Iannis Xenakis,11,1,20th Century,2010,Mode,2009,Mode
Aki Takahashi; Callithumpian Consort; Stephen Drury,Iannis Xenakis,Xenakis Edition 11-Works with Piano,764593021728,MOD-CD-217,Editions Salabert,4/20/2010,Mode Records,1,3,US-4BP-10-21703,Akea,,A,"Aki Takahashi, piano; JACK Quartet",Iannis Xenakis,14,2,20th Century,2010,Mode,2009,Mode
Aki Takahashi; Callithumpian Consort; Stephen Drury,Iannis Xenakis,Xenakis Edition 11-Works with Piano,764593021728,MOD-CD-217,Editions Salabert,4/20/2010,Mode Records,1,4,US-4BP-10-21704,Paille in the Wind,,A,"Aki Takahashi, piano; Rohan de Saram, cello",Iannis Xenakis,5,18,20th Century,2010,Mode,2009,Mode
Experimentalstudio des SWR; Konzerthausorchester Berlin; Johannes Kalitzke,Chaya Czernowin,Maim (Water),764593021926,MOD-CD-219,Schott,8/20/2010,Mode Records,1,1,US-4BP-10-21901,"Maim ﻿for 5 soloists, live electronics & orchestra",Maim zarim maim gnuvim (Strange water stolen water),A,"﻿Rico Gubler, saxophone, tubax; ﻿John Mark Harris, piano, harpsichord; ﻿Seth Josel. electric & steel guitars; ﻿Mary Oliver, viola;﻿ Peter Veale, musette, oboe, English horn; Experimentalstudio des SWR; Konzerthausorchester Berlin; Johannes Kalitzke, conductor",Chaya Czernowin,17,21,21st Century,2010,Mode,2009,Mode
Experimentalstudio des SWR; Konzerthausorchester Berlin; Johannes Kalitzke,Chaya Czernowin,Maim (Water),764593021926,MOD-CD-219,Schott,8/20/2010,Mode Records,1,2,US-4BP-10-21902,"Maim ﻿for 5 soloists, live electronics & orchestra",The memory of water,A,"﻿Rico Gubler, saxophone, tubax; ﻿John Mark Harris, piano, harpsichord; ﻿Seth Josel. electric & steel guitars; ﻿Mary Oliver, viola;﻿ Peter Veale, musette, oboe, English horn; Experimentalstudio des SWR; Konzerthausorchester Berlin; Johannes Kalitzke, conductor",Chaya Czernowin,8,32,21st Century,2010,Mode,2009,Mode
Experimentalstudio des SWR; Konzerthausorchester Berlin; Johannes Kalitzke,Chaya Czernowin,Maim (Water),764593021926,MOD-CD-219,Schott,8/20/2010,Mode Records,1,3,US-4BP-10-21903,"Maim ﻿for 5 soloists, live electronics & orchestra",Mei mecha'a (Water of dissent),A,"﻿Rico Gubler, saxophone, tubax; ﻿John Mark Harris, piano, harpsichord; ﻿Seth Josel. electric & steel guitars; ﻿Mary Oliver, viola;﻿ Peter Veale, musette, oboe, English horn; Experimentalstudio des SWR; Konzerthausorchester Berlin; Johannes Kalitzke, conductor",Chaya Czernowin,18,25,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,Henmar Press/C.F. Peters Corp,4/6/2010,Mode Records,1,1,US-4BP-10-22101,Suite for Toy Piano,I,A,"Margaret Leng Tan, toy piano",John Cage,1,27,20th Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,Henmar Press/C.F. Peters Corp,4/6/2010,Mode Records,1,2,US-4BP-10-22102,Suite for Toy Piano,II,A,"Margaret Leng Tan, toy piano",John Cage,1,37,20th Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,Henmar Press/C.F. Peters Corp,4/6/2010,Mode Records,1,3,US-4BP-10-22103,Suite for Toy Piano,III,A,"Margaret Leng Tan, toy piano",John Cage,1,35,20th Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,Henmar Press/C.F. Peters Corp,4/6/2010,Mode Records,1,4,US-4BP-10-22104,Suite for Toy Piano,IV,A,"Margaret Leng Tan, toy piano",John Cage,1,23,20th Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,Henmar Press/C.F. Peters Corp,4/6/2010,Mode Records,1,5,US-4BP-10-22105,Suite for Toy Piano,V,A,"Margaret Leng Tan, toy piano",John Cage,1,5,20th Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,6,US-4BP-10-22106,"Old MacDonald's Yellow Submarine, for toy piano, prepared piano, music box & percussion",1. On that Farm,A,"Margaret Leng Tan, toy piano & toy instruments",Eric Griswold,3,29,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,7,US-4BP-10-22107,"Old MacDonald's Yellow Submarine, for toy piano, prepared piano, music box & percussion",2. e-i-e-i-o,A,"Margaret Leng Tan, toy piano & toy instruments",Eric Griswold,1,47,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,8,US-4BP-10-22108,"Old MacDonald's Yellow Submarine, for toy piano, prepared piano, music box & percussion",3. Pink Memories,A,"Margaret Leng Tan, toy piano & toy instruments",Eric Griswold,1,43,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,9,US-4BP-10-22109,"Old MacDonald's Yellow Submarine, for toy piano, prepared piano, music box & percussion",4. Chooks!,A,"Margaret Leng Tan, toy piano & toy instruments",Eric Griswold,1,56,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,10,US-4BP-10-22110,"Old MacDonald's Yellow Submarine, for toy piano, prepared piano, music box & percussion",5. Bicycle Lee Hooker,A,"Margaret Leng Tan, toy piano & toy instruments",Eric Griswold,2,21,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,11,US-4BP-10-22111,"Old MacDonald's Yellow Submarine, for toy piano, prepared piano, music box & percussion: ",6. Old MacDonald's Yellow Submarine,A,"Margaret Leng Tan, toy piano & toy instruments",Eric Griswold,4,4,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,12,US-4BP-10-22112,"An American in Buenos Aires (A Blues Tango), for toy piano & piano",,A,"Margaret Leng Tan, ﻿toy piano, piano",Toby Twining,5,3,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,C.F. Peters,4/6/2010,Mode Records,1,13,US-4BP-10-22113,Put My Little Shoes Away (arr. Tan),,A,"Margaret Leng Tan, voice, toy piano & toy percussion quartet",George Crumb,3,22,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,14,US-4BP-10-22114,The Animist Child ﻿toy piano & voice,,A,"Margaret Leng Tan, toy piano and voice",Jerome Kitzke,7,4,20th Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,Henmar Press/C.F. Peters Corp,4/6/2010,Mode Records,1,15,US-4BP-10-22115,Dream (arr. for toy piano & piano by Tan),,A,"Margaret Leng Tan, toy piano & piano",John Cage,7,59,20th Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,16,US-4BP-10-22116,"Hymn to Ruin, for ruined toy piano & ruined piano",,A,"Margaret Leng Tan, toy piano & piano",Ross Bolleter,7,6,21st Century,2010,Mode,2009,Mode
"Margaret Leng Tan, toy piano",,She Herself Alone: The Art Of The Toy Piano 2,764593022121,MOD-CD-221,,4/6/2010,Mode Records,1,17,US-4BP-10-22117,She Herself Alone ﻿toy piano & toy psaltery,,A,"Margaret Leng Tan, toy piano & toy psaltery",Laura Liben,6,6,21st Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,1,US-4BP-10-22201,Four6,,A,"Ulrich Krieger, saxophone; Intersax",John Cage,30,18,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,2,US-4BP-10-22202,Cartridge Music/11 Instruments,,A,"Ulrich Krieger, saxophone; Intersax; ﻿Burkhard Schlothauer, violin; ﻿Johannes Platz, viola; ﻿Ulrich Maiß, cello; ﻿Alexander Frangenheim, contrabass; ﻿Gerhard Scherer, accordion; ﻿Michael Iber, piano; ﻿Andreas Peters, percussion",John Cage,15,15,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,3,US-4BP-10-22203,Fontana Mix/Sextet for low woodwinds,,A,"﻿Klaus Schöpp, ﻿Andreas Schmucker, bass- & contrabass-flute; Ulrich Krieger, ﻿bass-clarinet, contrabass-clarinet, ﻿bass- & contrabass-saxophones",John Cage,10,20,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,4,US-4BP-10-22204,Fontana Mix,,A,"Ulrich Krieger, electronics",John Cage,7,16,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,5,US-4BP-10-22205,Party Pieces (arr. Krieger),1,A,Ulrich Krieger; Intersax,"John Cage composed with Henry Cowell, Lou Harrison and Virgil Thomson",0,23,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,6,US-4BP-10-22206,Party Pieces (arr. Krieger),2,A,Ulrich Krieger; Intersax,"John Cage composed with Henry Cowell, Lou Harrison and Virgil Thomson",1,3,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,7,US-4BP-10-22207,Party Pieces (arr. Krieger),3,A,Ulrich Krieger; Intersax,"John Cage composed with Henry Cowell, Lou Harrison and Virgil Thomson",0,24,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,8,US-4BP-10-22208,Party Pieces (arr. Krieger),4,A,Ulrich Krieger; Intersax,"John Cage composed with Henry Cowell, Lou Harrison and Virgil Thomson",0,25,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,9,US-4BP-10-22209,Party Pieces (arr. Krieger),5,A,Ulrich Krieger; Intersax,"John Cage composed with Henry Cowell, Lou Harrison and Virgil Thomson",0,54,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,10,US-4BP-10-22210,Party Pieces (arr. Krieger),6,A,Ulrich Krieger; Intersax,"John Cage composed with Henry Cowell, Lou Harrison and Virgil Thomson",0,32,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,11,US-4BP-10-22211,Party Pieces (arr. Krieger),7,A,Ulrich Krieger; Intersax,"John Cage composed with Henry Cowell, Lou Harrison and Virgil Thomson",0,23,20th Century,2010,Mode,2009,Mode
Ulrich Krieger,John Cage,Cage Edition 42-A Cage of Saxophones 3 & 4,764593022220,MOD-CD-222,Henmar Press/C.F. Peters Corp,6/15/2010,Mode Records,1,12,US-4BP-10-22212,Party Pieces (arr. Krieger),8,A,Ulrich Krieger; Intersax,"John Cage composed with Henry Cowell, Lou Harrison and Virgil Thomson",0,33,20th Century,2010,Mode,2009,Mode
