active,album_artist,album_composer,album_ean,album_title,catalog_number,cline,cline_year,disc_number,isrc,label,minutes,pline,pline_year,primary_genre,publisher_info,seconds,street_date,track_artist,track_composer,track_movement,track_number,track_title
A,"Electric Phoenix","Neely Bruce",764593002123,"The Plague",MOD-CD-020,Mode,1992,1,US-4BP-04-00099,"Mode Records",1,Mode,1992,"20th Century","self published",56,1/1/1992,ARRAY(0x7fb4e6b1a8e0),"Neely Bruce","I: Johnny Boccaccio Reports On The Plague",10,"The Plague "
